jour;libelle;reg;incid_rea
2020-08-03;Occitanie;76;2
2020-08-03;Pays de la Loire;52;8
2020-08-03;Provence-Alpes-Côte d'Azur;93;0
2020-08-04;Auvergne-Rhône-Alpes;84;1
2020-08-04;Bourgogne-Franche-Comté;27;0
2020-08-04;Bretagne;53;3
2020-08-04;Centre-Val de Loire;24;1
2020-08-04;Corse;94;0
2020-08-04;Grand-Est;44;0
2020-08-04;Guadeloupe;1;0
2020-08-04;Guyane;3;0
2020-08-04;Hauts-de-France;32;6
2020-08-04;Ile-de-France;11;9
2020-08-04;La Réunion;4;0
2020-08-04;Martinique;2;0
2020-08-04;Mayotte;6;1
2020-08-04;Normandie;28;0
2020-08-04;Nouvelle-Aquitaine;75;0
2020-08-04;Occitanie;76;0
2020-08-04;Pays de la Loire;52;0
2020-08-04;Provence-Alpes-Côte d'Azur;93;0
2020-08-05;Auvergne-Rhône-Alpes;84;2
2020-08-05;Bourgogne-Franche-Comté;27;0
2020-08-05;Bretagne;53;0
2020-08-05;Centre-Val de Loire;24;0
2020-08-05;Corse;94;0
2020-08-05;Grand-Est;44;1
2020-08-05;Guadeloupe;1;0
2020-08-05;Guyane;3;0
2020-08-05;Hauts-de-France;32;1
2020-08-05;Ile-de-France;11;10
2020-08-05;La Réunion;4;0
2020-08-05;Martinique;2;0
2020-08-05;Mayotte;6;0
2020-08-05;Normandie;28;0
2020-08-05;Nouvelle-Aquitaine;75;1
2020-08-05;Occitanie;76;0
2020-08-05;Pays de la Loire;52;0
2020-08-05;Provence-Alpes-Côte d'Azur;93;0
2020-08-06;Auvergne-Rhône-Alpes;84;1
2020-08-06;Bourgogne-Franche-Comté;27;0
2020-08-06;Bretagne;53;1
2020-08-06;Centre-Val de Loire;24;0
2020-08-06;Corse;94;0
2020-08-06;Grand-Est;44;1
2020-08-06;Guadeloupe;1;0
2020-08-06;Guyane;3;0
2020-08-06;Hauts-de-France;32;1
2020-08-06;Ile-de-France;11;11
2020-08-06;La Réunion;4;0
2020-08-06;Martinique;2;0
2020-08-06;Mayotte;6;0
2020-08-06;Normandie;28;0
2020-08-06;Nouvelle-Aquitaine;75;0
2020-08-06;Occitanie;76;1
2020-08-06;Pays de la Loire;52;4
2020-08-06;Provence-Alpes-Côte d'Azur;93;1
2020-08-07;Auvergne-Rhône-Alpes;84;2
2020-08-07;Bourgogne-Franche-Comté;27;0
2020-08-07;Bretagne;53;0
2020-08-07;Centre-Val de Loire;24;0
2020-08-07;Corse;94;0
2020-08-07;Grand-Est;44;1
2020-08-07;Guadeloupe;1;0
2020-08-07;Guyane;3;0
2020-08-07;Hauts-de-France;32;4
2020-08-07;Ile-de-France;11;10
2020-08-07;La Réunion;4;1
2020-08-07;Martinique;2;0
2020-08-07;Mayotte;6;0
2020-08-07;Normandie;28;0
2020-08-07;Nouvelle-Aquitaine;75;0
2020-08-07;Occitanie;76;0
2020-08-07;Pays de la Loire;52;0
2020-08-07;Provence-Alpes-Côte d'Azur;93;2
2020-08-08;Auvergne-Rhône-Alpes;84;0
2020-08-08;Bourgogne-Franche-Comté;27;0
2020-08-08;Bretagne;53;0
2020-08-08;Centre-Val de Loire;24;0
2020-08-08;Corse;94;0
2020-08-08;Grand-Est;44;0
2020-08-08;Guadeloupe;1;2
2020-08-08;Guyane;3;0
2020-08-08;Hauts-de-France;32;3
2020-08-08;Ile-de-France;11;3
2020-08-08;La Réunion;4;2
2020-08-08;Martinique;2;0
2020-08-08;Mayotte;6;0
2020-08-08;Normandie;28;0
2020-08-08;Nouvelle-Aquitaine;75;0
2020-08-08;Occitanie;76;2
2020-08-08;Pays de la Loire;52;0
2020-08-08;Provence-Alpes-Côte d'Azur;93;0
2020-08-09;Auvergne-Rhône-Alpes;84;0
2020-08-09;Bourgogne-Franche-Comté;27;0
2020-08-09;Bretagne;53;0
2020-08-09;Centre-Val de Loire;24;0
2020-08-09;Corse;94;0
2020-08-09;Grand-Est;44;0
2020-08-09;Guadeloupe;1;0
2020-08-09;Guyane;3;1
2020-08-09;Hauts-de-France;32;0
2020-08-09;Ile-de-France;11;3
2020-08-09;La Réunion;4;0
2020-08-09;Martinique;2;0
2020-08-09;Mayotte;6;0
2020-08-09;Normandie;28;0
2020-08-09;Nouvelle-Aquitaine;75;0
2020-08-09;Occitanie;76;0
2020-08-09;Pays de la Loire;52;0
2020-08-09;Provence-Alpes-Côte d'Azur;93;0
2020-08-10;Auvergne-Rhône-Alpes;84;0
2020-08-10;Bourgogne-Franche-Comté;27;0
2020-08-10;Bretagne;53;0
2020-08-10;Centre-Val de Loire;24;0
2020-08-10;Corse;94;0
2020-08-10;Grand-Est;44;0
2020-08-10;Guadeloupe;1;0
2020-08-10;Guyane;3;2
2020-08-10;Hauts-de-France;32;7
2020-08-10;Ile-de-France;11;11
2020-08-10;La Réunion;4;0
2020-08-10;Martinique;2;0
2020-08-10;Mayotte;6;0
2020-08-10;Normandie;28;0
2020-08-10;Nouvelle-Aquitaine;75;2
2020-08-10;Occitanie;76;0
2020-08-10;Pays de la Loire;52;6
2020-08-10;Provence-Alpes-Côte d'Azur;93;0
2020-08-11;Auvergne-Rhône-Alpes;84;1
2020-08-11;Bourgogne-Franche-Comté;27;0
2020-08-11;Bretagne;53;0
2020-08-11;Centre-Val de Loire;24;1
2020-08-11;Corse;94;0
2020-08-11;Grand-Est;44;0
2020-08-11;Guadeloupe;1;0
2020-08-11;Guyane;3;0
2020-08-11;Hauts-de-France;32;3
2020-08-11;Ile-de-France;11;8
2020-08-11;La Réunion;4;0
2020-08-11;Martinique;2;0
2020-08-11;Mayotte;6;0
2020-08-11;Normandie;28;1
2020-08-11;Nouvelle-Aquitaine;75;2
2020-08-11;Occitanie;76;1
2020-08-11;Pays de la Loire;52;3
2020-08-11;Provence-Alpes-Côte d'Azur;93;1
2020-08-12;Auvergne-Rhône-Alpes;84;2
2020-08-12;Bourgogne-Franche-Comté;27;1
2020-08-12;Bretagne;53;1
2020-08-12;Centre-Val de Loire;24;0
2020-08-12;Corse;94;0
2020-08-12;Grand-Est;44;0
2020-08-12;Guadeloupe;1;0
2020-08-12;Guyane;3;1
2020-08-12;Hauts-de-France;32;3
2020-08-12;Ile-de-France;11;6
2020-08-12;La Réunion;4;1
2020-08-12;Martinique;2;0
2020-08-12;Mayotte;6;0
2020-08-12;Normandie;28;0
2020-08-12;Nouvelle-Aquitaine;75;1
2020-08-12;Occitanie;76;0
2020-08-12;Pays de la Loire;52;0
2020-08-12;Provence-Alpes-Côte d'Azur;93;1
2020-08-13;Auvergne-Rhône-Alpes;84;2
2020-08-13;Bourgogne-Franche-Comté;27;0
2020-08-13;Bretagne;53;0
2020-08-13;Centre-Val de Loire;24;3
2020-08-13;Corse;94;0
2020-08-13;Grand-Est;44;1
2020-08-13;Guadeloupe;1;1
2020-08-13;Guyane;3;0
2020-08-13;Hauts-de-France;32;1
2020-08-13;Ile-de-France;11;9
2020-08-13;La Réunion;4;1
2020-08-13;Martinique;2;0
2020-08-13;Mayotte;6;0
2020-08-13;Normandie;28;0
2020-08-13;Nouvelle-Aquitaine;75;1
2020-08-13;Occitanie;76;1
2020-08-13;Pays de la Loire;52;4
2020-08-13;Provence-Alpes-Côte d'Azur;93;1
2020-08-14;Auvergne-Rhône-Alpes;84;1
2020-08-14;Bourgogne-Franche-Comté;27;0
2020-08-14;Bretagne;53;1
2020-08-14;Centre-Val de Loire;24;1
2020-08-14;Corse;94;0
2020-08-14;Grand-Est;44;2
2020-08-14;Guadeloupe;1;0
2020-08-14;Guyane;3;1
2020-08-14;Hauts-de-France;32;3
2020-08-14;Ile-de-France;11;6
2020-08-14;La Réunion;4;1
2020-08-14;Martinique;2;0
2020-08-14;Mayotte;6;0
2020-08-14;Normandie;28;0
2020-08-14;Nouvelle-Aquitaine;75;0
2020-08-14;Occitanie;76;0
2020-08-14;Pays de la Loire;52;0
2020-08-14;Provence-Alpes-Côte d'Azur;93;4
2020-08-15;Auvergne-Rhône-Alpes;84;0
2020-08-15;Bourgogne-Franche-Comté;27;0
2020-08-15;Bretagne;53;0
2020-08-15;Centre-Val de Loire;24;0
2020-08-15;Corse;94;0
2020-08-15;Grand-Est;44;0
2020-08-15;Guadeloupe;1;0
2020-08-15;Guyane;3;2
2020-08-15;Hauts-de-France;32;1
2020-08-15;Ile-de-France;11;7
2020-08-15;La Réunion;4;1
2020-08-15;Martinique;2;0
2020-08-15;Mayotte;6;1
2020-08-15;Normandie;28;0
2020-08-15;Nouvelle-Aquitaine;75;0
2020-08-15;Occitanie;76;2
2020-08-15;Pays de la Loire;52;0
2020-08-15;Provence-Alpes-Côte d'Azur;93;1
2020-08-16;Auvergne-Rhône-Alpes;84;0
2020-08-16;Bourgogne-Franche-Comté;27;0
2020-08-16;Bretagne;53;0
2020-08-16;Centre-Val de Loire;24;0
2020-08-16;Corse;94;0
2020-08-16;Grand-Est;44;0
2020-08-16;Guadeloupe;1;0
2020-08-16;Guyane;3;2
2020-08-16;Hauts-de-France;32;0
2020-08-16;Ile-de-France;11;0
2020-08-16;La Réunion;4;0
2020-08-16;Martinique;2;0
2020-08-16;Mayotte;6;0
2020-08-16;Normandie;28;0
2020-08-16;Nouvelle-Aquitaine;75;0
2020-08-16;Occitanie;76;0
2020-08-16;Pays de la Loire;52;0
2020-08-16;Provence-Alpes-Côte d'Azur;93;0
2020-08-17;Auvergne-Rhône-Alpes;84;5
2020-08-17;Bourgogne-Franche-Comté;27;0
2020-08-17;Bretagne;53;2
2020-08-17;Centre-Val de Loire;24;0
2020-08-17;Corse;94;0
2020-08-17;Grand-Est;44;0
2020-08-17;Guadeloupe;1;0
2020-08-17;Guyane;3;0
2020-08-17;Hauts-de-France;32;3
2020-08-17;Ile-de-France;11;17
2020-08-17;La Réunion;4;2
2020-08-17;Martinique;2;0
2020-08-17;Mayotte;6;0
2020-08-17;Normandie;28;0
2020-08-17;Nouvelle-Aquitaine;75;2
2020-08-17;Occitanie;76;0
2020-08-17;Pays de la Loire;52;1
2020-08-17;Provence-Alpes-Côte d'Azur;93;2
2020-08-18;Auvergne-Rhône-Alpes;84;2
2020-08-18;Bourgogne-Franche-Comté;27;0
2020-08-18;Bretagne;53;0
2020-08-18;Centre-Val de Loire;24;1
2020-08-18;Corse;94;0
2020-08-18;Grand-Est;44;0
2020-08-18;Guadeloupe;1;1
2020-08-18;Guyane;3;0
2020-08-18;Hauts-de-France;32;1
2020-08-18;Ile-de-France;11;15
2020-08-18;La Réunion;4;1
2020-08-18;Martinique;2;0
2020-08-18;Mayotte;6;0
2020-08-18;Normandie;28;0
2020-08-18;Nouvelle-Aquitaine;75;0
2020-08-18;Occitanie;76;3
2020-08-18;Pays de la Loire;52;1
2020-08-18;Provence-Alpes-Côte d'Azur;93;3
2020-08-19;Auvergne-Rhône-Alpes;84;0
2020-08-19;Bourgogne-Franche-Comté;27;0
2020-08-19;Bretagne;53;0
2020-08-19;Centre-Val de Loire;24;3
2020-08-19;Corse;94;0
2020-08-19;Grand-Est;44;0
2020-08-19;Guadeloupe;1;2
2020-08-19;Guyane;3;1
2020-08-19;Hauts-de-France;32;2
2020-08-19;Ile-de-France;11;7
2020-08-19;La Réunion;4;1
2020-08-19;Martinique;2;0
2020-08-19;Mayotte;6;0
2020-08-19;Normandie;28;0
2020-08-19;Nouvelle-Aquitaine;75;2
2020-08-19;Occitanie;76;4
2020-08-19;Pays de la Loire;52;1
2020-08-19;Provence-Alpes-Côte d'Azur;93;8
2020-08-20;Auvergne-Rhône-Alpes;84;2
2020-08-20;Bourgogne-Franche-Comté;27;2
2020-08-20;Bretagne;53;1
2020-08-20;Centre-Val de Loire;24;0
2020-08-20;Corse;94;0
2020-08-20;Grand-Est;44;3
2020-08-20;Guadeloupe;1;2
2020-08-20;Guyane;3;0
2020-08-20;Hauts-de-France;32;3
2020-08-20;Ile-de-France;11;10
2020-08-20;La Réunion;4;2
2020-08-20;Martinique;2;0
2020-08-20;Mayotte;6;0
2020-08-20;Normandie;28;0
2020-08-20;Nouvelle-Aquitaine;75;0
2020-08-20;Occitanie;76;1
2020-08-20;Pays de la Loire;52;0
2020-08-20;Provence-Alpes-Côte d'Azur;93;2
2020-08-21;Auvergne-Rhône-Alpes;84;2
2020-08-21;Bourgogne-Franche-Comté;27;0
2020-08-21;Bretagne;53;1
2020-08-21;Centre-Val de Loire;24;4
2020-08-21;Corse;94;2
2020-08-21;Grand-Est;44;2
2020-08-21;Guadeloupe;1;0
2020-08-21;Guyane;3;3
2020-08-21;Hauts-de-France;32;1
2020-08-21;Ile-de-France;11;8
2020-08-21;La Réunion;4;0
2020-08-21;Martinique;2;1
2020-08-21;Mayotte;6;0
2020-08-21;Normandie;28;0
2020-08-21;Nouvelle-Aquitaine;75;3
2020-08-21;Occitanie;76;2
2020-08-21;Pays de la Loire;52;2
2020-08-21;Provence-Alpes-Côte d'Azur;93;6
2020-08-22;Auvergne-Rhône-Alpes;84;0
2020-08-22;Bourgogne-Franche-Comté;27;1
2020-08-22;Bretagne;53;0
2020-08-22;Centre-Val de Loire;24;0
2020-08-22;Corse;94;0
2020-08-22;Grand-Est;44;0
2020-08-22;Guadeloupe;1;2
2020-08-22;Guyane;3;0
2020-08-22;Hauts-de-France;32;0
2020-08-22;Ile-de-France;11;1
2020-08-22;La Réunion;4;2
2020-08-22;Martinique;2;1
2020-08-22;Mayotte;6;0
2020-08-22;Normandie;28;0
2020-08-22;Nouvelle-Aquitaine;75;1
2020-08-22;Occitanie;76;0
2020-08-22;Pays de la Loire;52;0
2020-08-22;Provence-Alpes-Côte d'Azur;93;2
2020-08-23;Auvergne-Rhône-Alpes;84;0
2020-08-23;Bourgogne-Franche-Comté;27;0
2020-08-23;Bretagne;53;0
2020-08-23;Centre-Val de Loire;24;0
2020-08-23;Corse;94;0
2020-08-23;Grand-Est;44;0
2020-08-23;Guadeloupe;1;0
2020-08-23;Guyane;3;0
2020-08-23;Hauts-de-France;32;2
2020-08-23;Ile-de-France;11;1
2020-08-23;La Réunion;4;0
2020-08-23;Martinique;2;0
2020-08-23;Mayotte;6;0
2020-08-23;Normandie;28;0
2020-08-23;Nouvelle-Aquitaine;75;0
2020-08-23;Occitanie;76;0
2020-08-23;Pays de la Loire;52;1
2020-08-23;Provence-Alpes-Côte d'Azur;93;2
2020-08-24;Auvergne-Rhône-Alpes;84;2
2020-08-24;Bourgogne-Franche-Comté;27;0
2020-08-24;Bretagne;53;1
2020-08-24;Centre-Val de Loire;24;0
2020-08-24;Corse;94;0
2020-08-24;Grand-Est;44;2
2020-08-24;Guadeloupe;1;0
2020-08-24;Guyane;3;0
2020-08-24;Hauts-de-France;32;3
2020-08-24;Ile-de-France;11;16
2020-08-24;La Réunion;4;0
2020-08-24;Martinique;2;0
2020-08-24;Mayotte;6;0
2020-08-24;Normandie;28;2
2020-08-24;Nouvelle-Aquitaine;75;4
2020-08-24;Occitanie;76;4
2020-08-24;Pays de la Loire;52;1
2020-08-24;Provence-Alpes-Côte d'Azur;93;8
2020-08-25;Auvergne-Rhône-Alpes;84;2
2020-08-25;Bourgogne-Franche-Comté;27;0
2020-08-25;Bretagne;53;1
2020-08-25;Centre-Val de Loire;24;3
2020-08-25;Corse;94;1
2020-08-25;Grand-Est;44;3
2020-08-25;Guadeloupe;1;3
2020-08-25;Guyane;3;2
2020-08-25;Hauts-de-France;32;3
2020-08-25;Ile-de-France;11;14
2020-08-25;La Réunion;4;2
2020-08-25;Martinique;2;0
2020-08-25;Mayotte;6;1
2020-08-25;Normandie;28;0
2020-08-25;Nouvelle-Aquitaine;75;1
2020-08-25;Occitanie;76;2
2020-08-25;Pays de la Loire;52;2
2020-08-25;Provence-Alpes-Côte d'Azur;93;9
2020-08-26;Auvergne-Rhône-Alpes;84;2
2020-08-26;Bourgogne-Franche-Comté;27;0
2020-08-26;Bretagne;53;0
2020-08-26;Centre-Val de Loire;24;0
2020-08-26;Corse;94;0
2020-08-26;Grand-Est;44;0
2020-08-26;Guadeloupe;1;0
2020-08-26;Guyane;3;0
2020-08-26;Hauts-de-France;32;1
2020-08-26;Ile-de-France;11;9
2020-08-26;La Réunion;4;1
2020-08-26;Martinique;2;0
2020-08-26;Mayotte;6;0
2020-08-26;Normandie;28;0
2020-08-26;Nouvelle-Aquitaine;75;0
2020-08-26;Occitanie;76;3
2020-08-26;Pays de la Loire;52;1
2020-08-26;Provence-Alpes-Côte d'Azur;93;4
2020-08-27;Auvergne-Rhône-Alpes;84;1
2020-08-27;Bourgogne-Franche-Comté;27;0
2020-08-27;Bretagne;53;1
2020-08-27;Centre-Val de Loire;24;1
2020-08-27;Corse;94;0
2020-08-27;Grand-Est;44;1
2020-08-27;Guadeloupe;1;0
2020-08-27;Guyane;3;1
2020-08-27;Hauts-de-France;32;0
2020-08-27;Ile-de-France;11;9
2020-08-27;La Réunion;4;3
2020-08-27;Martinique;2;0
2020-08-27;Mayotte;6;0
2020-08-27;Normandie;28;0
2020-08-27;Nouvelle-Aquitaine;75;2
2020-08-27;Occitanie;76;3
2020-08-27;Pays de la Loire;52;1
2020-08-27;Provence-Alpes-Côte d'Azur;93;9
2020-08-28;Auvergne-Rhône-Alpes;84;5
2020-08-28;Bourgogne-Franche-Comté;27;0
2020-08-28;Bretagne;53;0
2020-08-28;Centre-Val de Loire;24;0
2020-08-28;Corse;94;0
2020-08-28;Grand-Est;44;1
2020-08-28;Guadeloupe;1;0
2020-08-28;Guyane;3;2
2020-08-28;Hauts-de-France;32;0
2020-08-28;Ile-de-France;11;13
2020-08-28;La Réunion;4;2
2020-08-28;Martinique;2;1
2020-08-28;Mayotte;6;0
2020-08-28;Normandie;28;0
2020-08-28;Nouvelle-Aquitaine;75;1
2020-08-28;Occitanie;76;3
2020-08-28;Pays de la Loire;52;0
2020-08-28;Provence-Alpes-Côte d'Azur;93;4
2020-08-29;Auvergne-Rhône-Alpes;84;5
2020-08-29;Bourgogne-Franche-Comté;27;0
2020-08-29;Bretagne;53;0
2020-08-29;Centre-Val de Loire;24;0
2020-08-29;Corse;94;0
2020-08-29;Grand-Est;44;2
2020-08-29;Guadeloupe;1;6
2020-08-29;Guyane;3;0
2020-08-29;Hauts-de-France;32;1
2020-08-29;Ile-de-France;11;8
2020-08-29;La Réunion;4;3
2020-08-29;Martinique;2;0
2020-08-29;Mayotte;6;0
2020-08-29;Normandie;28;0
2020-08-29;Nouvelle-Aquitaine;75;0
2020-08-29;Occitanie;76;1
2020-08-29;Pays de la Loire;52;0
2020-08-29;Provence-Alpes-Côte d'Azur;93;2
2020-08-30;Auvergne-Rhône-Alpes;84;1
2020-08-30;Bourgogne-Franche-Comté;27;0
2020-08-30;Bretagne;53;0
2020-08-30;Centre-Val de Loire;24;0
2020-08-30;Corse;94;0
2020-08-30;Grand-Est;44;0
2020-08-30;Guadeloupe;1;0
2020-08-30;Guyane;3;0
2020-08-30;Hauts-de-France;32;0
2020-08-30;Ile-de-France;11;1
2020-08-30;La Réunion;4;2
2020-08-30;Martinique;2;0
2020-08-30;Mayotte;6;0
2020-08-30;Normandie;28;0
2020-08-30;Nouvelle-Aquitaine;75;1
2020-08-30;Occitanie;76;0
2020-08-30;Pays de la Loire;52;0
2020-08-30;Provence-Alpes-Côte d'Azur;93;0
2020-08-31;Auvergne-Rhône-Alpes;84;9
2020-08-31;Bourgogne-Franche-Comté;27;1
2020-08-31;Bretagne;53;1
2020-08-31;Centre-Val de Loire;24;0
2020-08-31;Corse;94;1
2020-08-31;Grand-Est;44;2
2020-08-31;Guadeloupe;1;0
2020-08-31;Guyane;3;0
2020-08-31;Hauts-de-France;32;0
2020-08-31;Ile-de-France;11;10
2020-08-31;La Réunion;4;0
2020-08-31;Martinique;2;0
2020-08-31;Mayotte;6;1
2020-08-31;Normandie;28;0
2020-08-31;Nouvelle-Aquitaine;75;2
2020-08-31;Occitanie;76;4
2020-08-31;Pays de la Loire;52;3
2020-08-31;Provence-Alpes-Côte d'Azur;93;11
2020-09-01;Auvergne-Rhône-Alpes;84;6
2020-09-01;Bourgogne-Franche-Comté;27;1
2020-09-01;Bretagne;53;1
2020-09-01;Centre-Val de Loire;24;1
2020-09-01;Corse;94;0
2020-09-01;Grand-Est;44;2
2020-09-01;Guadeloupe;1;4
2020-09-01;Guyane;3;1
2020-09-01;Hauts-de-France;32;1
2020-09-01;Ile-de-France;11;11
2020-09-01;La Réunion;4;1
2020-09-01;Martinique;2;0
2020-09-01;Mayotte;6;1
2020-09-01;Normandie;28;0
2020-09-01;Nouvelle-Aquitaine;75;4
2020-09-01;Occitanie;76;5
2020-09-01;Pays de la Loire;52;2
2020-09-01;Provence-Alpes-Côte d'Azur;93;13
2020-09-02;Auvergne-Rhône-Alpes;84;4
2020-09-02;Bourgogne-Franche-Comté;27;1
2020-09-02;Bretagne;53;0
2020-09-02;Centre-Val de Loire;24;2
2020-09-02;Corse;94;0
2020-09-02;Grand-Est;44;4
2020-09-02;Guadeloupe;1;0
2020-09-02;Guyane;3;0
2020-09-02;Hauts-de-France;32;5
2020-09-02;Ile-de-France;11;14
2020-09-02;La Réunion;4;1
2020-09-02;Martinique;2;2
2020-09-02;Mayotte;6;0
2020-09-02;Normandie;28;1
2020-09-02;Nouvelle-Aquitaine;75;1
2020-09-02;Occitanie;76;7
2020-09-02;Pays de la Loire;52;3
2020-09-02;Provence-Alpes-Côte d'Azur;93;12
2020-09-03;Auvergne-Rhône-Alpes;84;3
2020-09-03;Bourgogne-Franche-Comté;27;1
2020-09-03;Bretagne;53;1
2020-09-03;Centre-Val de Loire;24;0
2020-09-03;Corse;94;0
2020-09-03;Grand-Est;44;0
2020-09-03;Guadeloupe;1;2
2020-09-03;Guyane;3;2
2020-09-03;Hauts-de-France;32;3
2020-09-03;Ile-de-France;11;15
2020-09-03;La Réunion;4;4
2020-09-03;Martinique;2;0
2020-09-03;Mayotte;6;0
2020-09-03;Normandie;28;0
2020-09-03;Nouvelle-Aquitaine;75;6
2020-09-03;Occitanie;76;6
2020-09-03;Pays de la Loire;52;1
2020-09-03;Provence-Alpes-Côte d'Azur;93;11
2020-09-04;Auvergne-Rhône-Alpes;84;7
2020-09-04;Bourgogne-Franche-Comté;27;0
2020-09-04;Bretagne;53;0
2020-09-04;Centre-Val de Loire;24;1
2020-09-04;Corse;94;0
2020-09-04;Grand-Est;44;2
2020-09-04;Guadeloupe;1;1
2020-09-04;Guyane;3;0
2020-09-04;Hauts-de-France;32;4
2020-09-04;Ile-de-France;11;19
2020-09-04;La Réunion;4;1
2020-09-04;Martinique;2;1
2020-09-04;Mayotte;6;0
2020-09-04;Normandie;28;0
2020-09-04;Nouvelle-Aquitaine;75;4
2020-09-04;Occitanie;76;0
2020-09-04;Pays de la Loire;52;0
2020-09-04;Provence-Alpes-Côte d'Azur;93;6
2020-09-05;Auvergne-Rhône-Alpes;84;1
2020-09-05;Bourgogne-Franche-Comté;27;0
2020-09-05;Bretagne;53;0
2020-09-05;Centre-Val de Loire;24;0
2020-09-05;Corse;94;0
2020-09-05;Grand-Est;44;0
2020-09-05;Guadeloupe;1;4
2020-09-05;Guyane;3;2
2020-09-05;Hauts-de-France;32;1
2020-09-05;Ile-de-France;11;6
2020-09-05;La Réunion;4;0
2020-09-05;Martinique;2;1
2020-09-05;Mayotte;6;0
2020-09-05;Normandie;28;0
2020-09-05;Nouvelle-Aquitaine;75;2
2020-09-05;Occitanie;76;1
2020-09-05;Pays de la Loire;52;1
2020-09-05;Provence-Alpes-Côte d'Azur;93;4
2020-09-06;Auvergne-Rhône-Alpes;84;0
2020-09-06;Bourgogne-Franche-Comté;27;0
2020-09-06;Bretagne;53;0
2020-09-06;Centre-Val de Loire;24;0
2020-09-06;Corse;94;1
2020-09-06;Grand-Est;44;0
2020-09-06;Guadeloupe;1;0
2020-09-06;Guyane;3;0
2020-09-06;Hauts-de-France;32;0
2020-09-06;Ile-de-France;11;3
2020-09-06;La Réunion;4;0
2020-09-06;Martinique;2;0
2020-09-06;Mayotte;6;0
2020-09-06;Normandie;28;0
2020-09-06;Nouvelle-Aquitaine;75;0
2020-09-06;Occitanie;76;2
2020-09-06;Pays de la Loire;52;1
2020-09-06;Provence-Alpes-Côte d'Azur;93;1
2020-09-07;Auvergne-Rhône-Alpes;84;8
2020-09-07;Bourgogne-Franche-Comté;27;1
2020-09-07;Bretagne;53;0
2020-09-07;Centre-Val de Loire;24;6
2020-09-07;Corse;94;0
2020-09-07;Grand-Est;44;1
2020-09-07;Guadeloupe;1;0
2020-09-07;Guyane;3;2
2020-09-07;Hauts-de-France;32;6
2020-09-07;Ile-de-France;11;19
2020-09-07;La Réunion;4;0
2020-09-07;Martinique;2;0
2020-09-07;Mayotte;6;0
2020-09-07;Normandie;28;1
2020-09-07;Nouvelle-Aquitaine;75;4
2020-09-07;Occitanie;76;8
2020-09-07;Pays de la Loire;52;4
2020-09-07;Provence-Alpes-Côte d'Azur;93;23
2020-09-08;Auvergne-Rhône-Alpes;84;10
2020-09-08;Bourgogne-Franche-Comté;27;0
2020-09-08;Bretagne;53;2
2020-09-08;Centre-Val de Loire;24;2
2020-09-08;Corse;94;0
2020-09-08;Grand-Est;44;3
2020-09-08;Guadeloupe;1;7
2020-09-08;Guyane;3;1
2020-09-08;Hauts-de-France;32;4
2020-09-08;Ile-de-France;11;17
2020-09-08;La Réunion;4;3
2020-09-08;Martinique;2;1
2020-09-08;Mayotte;6;0
2020-09-08;Normandie;28;4
2020-09-08;Nouvelle-Aquitaine;75;7
2020-09-08;Occitanie;76;8
2020-09-08;Pays de la Loire;52;2
2020-09-08;Provence-Alpes-Côte d'Azur;93;15
2020-09-09;Auvergne-Rhône-Alpes;84;9
2020-09-09;Bourgogne-Franche-Comté;27;0
2020-09-09;Bretagne;53;1
2020-09-09;Centre-Val de Loire;24;0
2020-09-09;Corse;94;0
2020-09-09;Grand-Est;44;2
2020-09-09;Guadeloupe;1;5
2020-09-09;Guyane;3;1
2020-09-09;Hauts-de-France;32;4
2020-09-09;Ile-de-France;11;15
2020-09-09;La Réunion;4;3
2020-09-09;Martinique;2;1
2020-09-09;Mayotte;6;0
2020-09-09;Normandie;28;1
2020-09-09;Nouvelle-Aquitaine;75;6
2020-09-09;Occitanie;76;4
2020-09-09;Pays de la Loire;52;2
2020-09-09;Provence-Alpes-Côte d'Azur;93;17
2020-09-10;Auvergne-Rhône-Alpes;84;10
2020-09-10;Bourgogne-Franche-Comté;27;2
2020-09-10;Bretagne;53;1
2020-09-10;Centre-Val de Loire;24;0
2020-09-10;Corse;94;0
2020-09-10;Grand-Est;44;1
2020-09-10;Guadeloupe;1;2
2020-09-10;Guyane;3;0
2020-09-10;Hauts-de-France;32;4
2020-09-10;Ile-de-France;11;13
2020-09-10;La Réunion;4;0
2020-09-10;Martinique;2;1
2020-09-10;Mayotte;6;0
2020-09-10;Normandie;28;5
2020-09-10;Nouvelle-Aquitaine;75;3
2020-09-10;Occitanie;76;6
2020-09-10;Pays de la Loire;52;0
2020-09-10;Provence-Alpes-Côte d'Azur;93;6
2020-09-11;Auvergne-Rhône-Alpes;84;3
2020-09-11;Bourgogne-Franche-Comté;27;1
2020-09-11;Bretagne;53;1
2020-09-11;Centre-Val de Loire;24;1
2020-09-11;Corse;94;2
2020-09-11;Grand-Est;44;0
2020-09-11;Guadeloupe;1;3
2020-09-11;Guyane;3;0
2020-09-11;Hauts-de-France;32;5
2020-09-11;Ile-de-France;11;15
2020-09-11;La Réunion;4;3
2020-09-11;Martinique;2;1
2020-09-11;Mayotte;6;0
2020-09-11;Normandie;28;2
2020-09-11;Nouvelle-Aquitaine;75;4
2020-09-11;Occitanie;76;5
2020-09-11;Pays de la Loire;52;1
2020-09-11;Provence-Alpes-Côte d'Azur;93;17
2020-09-12;Auvergne-Rhône-Alpes;84;4
